,,B-expertise,,B-moral,I-moral,,B-city,,,,,,,,,,,,O,O,O,O,O,O,,,,,,,,
دکتر,عمومی,خلوت,در,بلوار,وکیل,آباد,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,O,O,O,O,O,O,,,,,,,
دکتر,متخصص,پوست,با,رضایت,زیاد,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,O,B-expertise,O,B-user-score,,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,,,,,,,
یک,روانشناس,خوش,اخلاق,با,ویزیت,آنلاین,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-moral,I-moral,,,B-online-or-in-person,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,گوش,و,حلق,و,بینی,که,تو,مطبش,معطل,نشم,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,I-expertise,I-expertise,I-expertise,I-expertise,,,,B-amount-of-delay,I-amount-of-delay,,,,,,,,,,,,,,,,,,,,,
متخصص,بیماری,های,داخلی,که,کار,بلد,باشه,و,بیمه,دی,قبول,کنه,,,,,,,,,,,,,,,,,,,,
,B-expertise,I-expertise,I-expertise,,B-user-score,I-user-score,,,,B-insurance,,,,,,,,,,,,,,,,,,,,,,
میخوام,بینیم,رو,طبیعی,عمل,کنم,چه,دکتری,در,تهران,یا,شیراز,برای,این,کار,پیشنهاد,میدی,,,,,,,,,,,,,,,,
,B-problem,,I-problem,I-problem,,,,,B-city,,B-city,,,,,,,,,,,,,,,,,,,,,
میخوام,رژیم,غذاییم,رو,سالم,کنم,لطفا,ی,دکتر,تغذیه,خوب,پیشنهاد,بده,که,میزان,رضایت,بیماراش,بالا,باشه,,,,,,,,,,,,,,
,B-problem,I-problem,,,,,,,B-expertise,B-user-score,,,,,B-user-score,,I-user-score,,,,,,,,,,,,,,,
دندونم,درد,میکنه,دنبال,یه,دندون,پزشک,خوب,توی,کرج,میگردم,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,,,,B-expertise,I-expertise,B-user-score,,B-city,,,,,,,,,,,,,,,,,,,,,,,
سرم,درد,میکنه,و,سر,گیجه,دارم,میخوام,پیش,یه,دکتر,خوب,با,هزینه,ی,کم,توی,تبریز,برم,,,,,,,,,,,,,,
B-problem,I-problem,,,B-problem,I-problem,,,,,,B-user-score,,,,,,B-city,,,,,,,,,,,,,,,
میخوام,معاینه,چشم,بشم,یه,چشم,پزشک,ماهر,و,معروف,در,ساری,معرفی,کن,,,,,,,,,,,,,,,,,,,
,B-problem,I-problem,,,B-expertise,I-expertise,B-user-score,,,,B-city,,,,,,,,,,,,,,,,,,,,,
دختر,من,بیماری,روده,تحریک,پذیر,داره,میتونی,یک,دکتر,خیلی,خوب,بهم,معرفی,کنی,که,درمانش,کنه,,,,,,,,,,,,,,,
,,,B-problem,I-problem,I-problem,,,,,B-user-score,I-user-score,,,,,,,,,,,,,,,,,,,,,
میخوام,برای,ارتودنسی,یک,جا,با,هزینه,کم,بهم,پیشنهاد,بدی,توی,یزد,,,,,,,,,,,,,,,,,,,,
,,B-problem,,,,,,,,,,B-city,,,,,,,,,,,,,,,,,,,,
بهم,ماهر,ترین,دکتر,برای,عمل,بینی,رو,معرفی,کن,هرجای,ایران,باشه,اوکیه,,,,,,,,,,,,,,,,,,,
,B-user-score,I-user-score,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,
برای,بلفاروپلاستی,کجا,برم,خوبه,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,
من,ساکن,اصفهانم,شنوایی,یکی,از,گوشام,کم,شده,لطفا,یک,دکتر,خوب,خانم,بهم,معرفی,کن,در,محدوده,امام,خمینی,یا,یک,جایی,در,اطرافش,باشه,خیلی,خوبه,,,,
,,B-city,B-problem,,,I-problem,I-problem,,,,,B-user-score,B-gender,,,,,,B-neighborhood,I-neighborhood,,,,,,,I-user-score,B-user-score,,,,
من,دچار,بی,خوابی,شدم,راهنماییم,کن,که,به,چه,دکتری,در,اصفهان,مراجعه,کنم,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,,,,,,,,,B-city,,,,,,,,,,,,,,,,,,,,
بی,اشتها,شدم,و,حالت,تهوع,دارم,میشه,بگی,پیش,چه,دکتری,برم,در,محدوده,ولیعصر,تهران,,,,,,,,,,,,,,,,
B-problem,I-problem,,,B-problem,I-problem,,,,,,,,,,B-neighborhood,B-city,,,,,,,,,,,,,,,,
یه,دکتر,آقا,با,سابقه,و,خوب,در,زمینه,رینوپلاستی,غیر,از,دکتر,ناصری,صدر,در,بندر,عباس,بهم,پیشنهاد,بده,,,,,,,,,,,,
,,B-gender,,B-experience,,B-user-score,,,B-problem,,,,,,,B-city,I-city,,,,,,,,,,,,,,,
اختلال,دو,قطبی,دارم,و,میخوام,به,یه,روان,پزشک,با,قیمت,مناسب,توی,استان,مازندران,مراجعه,کنم,,,,,,,,,,,,,,,
B-problem,I-problem,I-problem,,,,,,B-expertise,I-expertise,,,,,,,,,,,,,,,,,,,,,,,
گوشم,وز,وز,میکنه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,دکتر,زنان,و,زایمان,خوب,در,شیروان,بگو,حتما,حتما,خانوم,باشه,,,,,,,,,,,,,,,,,,,,
,,B-expertise,I-problem,I-expertise,B-user-score,,B-city,,,,B-gender,,,,,,,,,,,,,,,,,,,,,
من,آزمایش,خون,دادم,و,میخوام,برم,که,دکتر,نتایج,آزمایشم,رو,بررسی,کنه,یه,دکتر,در,محدوده,خیابان,دانشجو,سبزوار,بگو,که,هزینه,کمی,دریافت,کنه,و,این,کار,رو,انجام,بده
,B-problem,I-problem,,,,,,,,B-problem,,I-problem,,,,,,,B-neighborhood,B-city,,,,,,,,,,,,
من,فیبروم,دارم,لطفا,یک,دکتر,خانوم,در,نیشابور,بهم,معرفی,کن,,,,,,,,,,,,,,,,,,,,,
,B-problem,,,,,B-gender,,B-city,,,,,,,,,,,,,,,,,,,,,,,,
میخوام,دندونامو,لمینت,کنم,یه,دکتر,که,کارش,طبیعی,باشه,و,دندونام,خیلی,سفید,و,ضایع,نشه,معرفی,کن,ترجیحا,شهرکرد,,,,,,,,,,,,
,B-problem,I-problem,,,,,,O,,,,,,,,,,,,B-city,,,,,,,,,,,,
یک,ارتوپد,آقا,در,ساری,معرفی,کن,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-gender,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,
حس,میکنم,آپاندیسم,ترکیده,به,چه,دکتری,مراجعه,کنم,میخوام,که,داخل,قوچان,باشه,,,,,,,,,,,,,,,,,,,
,,B-problem,I-problem,,,,,,,,,B-city,,,,,,,,,,,,,,,,,,,,
یه,مشاور,خوب,تو,شهرک,غرب,رو,کجا,میشه,پیدا,کرد,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-user-score,,B-neighborhood,I-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,
تو,ملایر,یک,روانشناس,با,اخلاق,و,با,حوصله,خوب,میخوام,که,آنلاین,هم,زود,وقت,بده,امتیازش,هم,بالا,باشه,,,,,,,,,,,,
,B-city,,B-expertise,B-moral,I-moral,,B-moral,I-moral,,,,B-online-or-in-person,,B-first-available-appointment,,,B-user-score,,I-user-score,,,,,,,,,,,,,
برای,عمل,کاتاراکت,بهترین,دکتر,در,لار,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,I-problem,B-user-score,,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,
کدوم,دکتر,عمومی,تو,نازی,اباد,کارش,بهتر,از,بقیه,است,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,B-neighborhood,I-city,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,
انحراف,بینی,دارم,میخوام,عمل,کنم,دکتر,با,امتیاز,بالا,میخوام,,,,,,,,,,,,,,,,,,,,,,
B-problem,I-problem,,,,,,,B-user-score,I-user-score,,,,,,,,,,,,,,,,,,,,,,,
برای,حساسیت,فصلی,چه,دکتری,پیشنهاد,میدی,رضایت,بالا,برام,مهمه,,,,,,,,,,,,,,,,,,,,,,
,B-problem,I-problem,,,,,B-user-score,I-user-score,,,,,,,,,,,,,,,,,,,,,,,,
یه,دکتر,دندون,پزشک,تو,شهر,کرد,میخوام,که,سریع,نوبت,بده,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,I-expertise,,B-city,I-city,,,B-first-available-appointment,,,,,,,,,,,,,,,,,,,,,,,
یه,پزشک,حاذق,زنان,در,حوزه,ی,ای,وی,اف,بهم,معرفی,کن,,,,,,,,,,,,,,,,,,,,
,,B-user-score,B-expertise,,,,B-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,
دنبال,یه,متخصص,قلب,میگردم,که,زود,نوبت,بده,تو,تهران,,,,,,,,,,,,,,,,,,,,,,
,,,B-expertise,,,B-first-available-appointment,,,,B-city,,,,,,,,,,,,,,,,,,,,,,
بهترین,جراح,عمل,بای,پس,معده,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,B-problem,I-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,
یه,جراح,رینوپلاستی,بهم,معرفی,کن,که,مشکل,حساسیت,بهم,نده,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ازمایشگاه,شبانه,روزی,تو,دندانپزشکان,کدوم,خوبه,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,B-neighborhood,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,ارتوپد,تو,بلوار,معلم,کیه,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,B-expertise,,B-neighborhood,I-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,متخصص,گوش,و,حلق,و,بینی,تو,نیشابور,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,B-expertise,I-problem,I-expertise,,I-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,دکتر,جراح,قلب,تو,گرگان,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,B-problem,I-problem,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,
اولین,نفری,که,می,تونه,بهم,وقت,و,تو,مشهد,باشه,برای,سر,درد,,,,,,,,,,,,,,,,,,,
B-first-available-appointment,,,,,,,,,B-city,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,
گوش,چپم,خوب,نمیشنوه,کدوم,دکتر,سریع,کارمو,راه,میندازه,,,,,,,,,,,,,,,,,,,,,,,
B-problem,,,I-problem,,,B-first-available-appointment,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,چشم,پیدا,کن,که,فروش,لنز,و,فریم,عینک,رو,هم,همونجا,انجام,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,B-problem,I-problem,I-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
کلینیک,دندون,پزشکی,پیدا,کن,که,عکس,برداری,رو,همونجا,انجام,بده,و,با,بیمه,رفاه,قرار,داد,داشته,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,I-expertise,,,,B-problem,I-problem,,,,,,,,B-insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
مطب,دکتری,رو,پیدا,کن,که,آزمایشگاه,بهش,نزدیک,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,داخلی,رو,پیدا,کن,که,بیمارستان,دولتی,عمل,رو,انجام,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,زنان,پیدا,کن,که,همونجا,سونوگرافی,رو,انجام,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,پیدا,کن,تا,غده,لنفاوی,رو,با,کمترین,هزینه,برداره,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,B-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,دکتر,معرفی,کن,به,من,امید,بده,منو,درگیر,آزمایشگاه,و,رادیولوژی,و,غیره,نکنه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,پزشک,عمومی,معرفی,کن,که,برای,مریض,هاش,احترام,قائل,باشه,اتاق,انتظارش,تمیز,و,مرتب,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,B-moral,I-moral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,دکتر,ارتوپد,می,خوام,برای,درد,زانو,تو,محدوده,وکیل,آباد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,B-problem,I-problem,,,B-neighborhood,I-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,زنان,احتیاج,دارم,که,نوبت,دهی,آنلاین,داشته,باشه,و,تو,مسیر,مترو,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,B-online-or-in-person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یه,دکتر,دندان,پزشک,اطفال,می,خوام,که,حاضر,باشه,با,بچه,ها,کار,کنه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,I-expertise,I-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یه,متخصص,غدد,برای,مشکل,تیروئیدم,می,خوام,که,محلش,ترافیک,زیاد,نداشته,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یه,دکتر,متخصص,گوارش,می,خوام,تو,مشهد,برای,درد,معده,شدیدم,که,سریع,بتونم,نوبت,بگیرم,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-expertise,,,,B-city,,B-problem,I-problem,,,B-first-available-appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دنبال,دندون,پزشکی,توی,مشهد,می,گردم,که,کار,زیبایی,دندون,انجام,بده,و,کارش,خوب,باشه,و,مراجعینش,راضی,بوده,باشن,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,I-expertise,,B-city,,,,,B-problem,I-problem,,,,,B-user-score,,,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
چشم,پزشکی,توی,مشهد,می,خوام,پیدا,کنم,که,کار,لیزیک,انجام,بده,و,باسابقه,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-expertise,I-expertise,,B-city,,,,,,,B-problem,,,,B-experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
متخصص,کلیه,می,خوام,توی,شاهرود,که,سریع,وقت,بده,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,B-city,,B-first-available-appointment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دنبال,دکتر,عمومی,نزدیک,کوهسنگی,مشهد,می,گردم,که,بخش,تزریقاتم,داشته,باشه,و,داروخونه,نزدیکش,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,B-neighborhood,B-city,,,,,B-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,پوست,و,مو,می,خوام,توی,سنندج,که,توی,درمان,اگزما,و,لک,های,پوستی,تخصص,داشته,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,I-expertise,I-expertise,,,,B-city,,,,B-problem,,B-problem,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,متخصص,گوارش,خوب,آردان,با,نویت,اینترنتی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,B-user-score,,,,B-online-or-in-person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,متخصص,اعصاب,با,حوصله,خوب,در,آستانه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,B-moral,I-moral,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,عمومی,خلوت,در,بلوار,وکیل,آباد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,B-neighborhood,I-neighborhood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,متخصص,پوست,با,رضایت,زیاد,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
بهترین,دکتر,برای,درد,کمر,سمنان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B-user-score,,,B-problem,I-problem,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,خوب,جراح,عمومی,اردبیل,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-user-score,B-expertise,I-expertise,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
من,چشمام,همیشه,اشک,الوده,لطفا,یه,چشم,پزشک,خوب,چهار,راه,طالقانی,کرح,معرفی,کنید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-problem,,I-problem,I-problem,,,B-expertise,I-expertise,B-user-score,B-neighborhood,I-neighborhood,I-neighborhood,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,خوب,گوارش,درگز,کیه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-user-score,B-expertise,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,فوق,تخصص,گوارش,در,ایلام,معرفی,کنید,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,B-expertise,,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,اورتوپد,خوب,در,صفاییه,یزد,کیه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-user-score,,B-neighborhood,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
پزشک,گوارش,می,خوام,که,دردم,رو,بفهمه,نه,اینکه,تا,دارو,میخورم,حالم,خوب,باشه,بعد,از,اتمام,دارو,باز,ناراحتیم,برگشت,کنه,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,روانپزشک,خوب,معرفی,کنید,که,پولکی,نباشه,و,وقت,بذاره,و,تا,رفتی,تو,چهار,تا,قلم,داره,ننویسه,و,بذاره,حرفام,رو,بنویسم,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,B-user-score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,گوارش,می,خوام,که,آندوسکپی,می,خواد,بکنه,با,بیهوش,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,B-problem,,,,I-problem,I-problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,متخصص,چشم,که,استاد,دانشگاه,هم,باشه,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
یک,جراحی,معرفی,می,کنی,که,زیر,میزی,نگیره,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-expertise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,باتجربه,متخصص,کودکان,کرمان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,B-experience,,B-expertise,B-city,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
دکتر,باحوصله,و,صبور,اعصاب,منطقه,آزادشهر,زاهدان,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
